Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face,Price_Per_SqFt,Down_Payment_Credit,Price_Per_Room
2019-07-17,2019,Fairfield,"$279,510.00","$512,000.00",Single Family,Detached House,3,3,1070,1.0258995,South,$478.50,"$12,800.00","$170,666.67"
2019-07-17,2019,Bridgeport,"$182,500.00","$329,000.00",Single Family,Detached House,3,2,980,1.0258995,South,$335.71,"$8,225.00","$109,666.67"
2019-07-17,2019,Bridgeport,"$216,170.00","$239,604.00",Four Family,Fourplex,8,6,2898,1.0258995,East,$82.68,"$5,990.10","$29,950.50"
2019-07-17,2019,Fairfield,"$535,290.00","$785,000.00",Single Family,Detached House,3,3,963,1.0258995,West,$815.16,"$19,625.00","$261,666.67"
2019-07-17,2019,Greenwich,"$2,261,840.00","$4,900,000.00",Single Family,Detached House,3,1,1099,1.0258995,West,"$4,458.60","$122,500.00","$1,633,333.33"
2019-07-17,2019,Greenwich,"$2,331,350.00","$3,410,000.00",Single Family,Detached House,3,3,1000,1.0258995,South,"$3,410.00","$85,250.00","$1,136,666.67"
2019-07-17,2019,Bridgeport,"$154,620.00","$220,000.00",Three Family,Triplex,6,5,2150,1.0258995,East,$102.33,"$5,500.00","$36,666.67"
2019-07-17,2019,Norwalk,"$387,150.00","$630,000.00",Single Family,Detached House,3,3,954,1.0258995,West,$660.38,"$15,750.00","$210,000.00"
2019-07-17,2019,Norwalk,"$390,000.00","$390,000.00",Single Family,Detached House,3,1,1020,1.0258995,West,$382.35,"$9,750.00","$130,000.00"
2019-07-17,2019,Norwalk,"$449,265.00","$620,000.00",Single Family,Detached House,3,1,949,1.0258995,West,$653.32,"$15,500.00","$206,666.67"
2019-07-18,2019,Bridgeport,"$120,720.00","$126,000.00",Single Family,Detached House,3,3,1000,1.0258995,North,$126.00,"$3,150.00","$42,000.00"
2019-07-18,2019,Bridgeport,"$137,640.00","$240,000.00",Single Family,Detached House,3,3,1011,1.0258995,West,$237.39,"$6,000.00","$80,000.00"
2019-07-18,2019,Waterbury,"$89,120.00","$73,000.00",Single Family,Detached House,3,3,909,1.0258995,North,$80.31,"$1,825.00","$24,333.33"
2019-07-18,2019,Waterbury,"$53,920.00","$117,775.00",Single Family,Detached House,3,1,1028,1.0258995,South,$114.57,"$2,944.38","$39,258.33"
2019-07-18,2019,Bridgeport,"$116,270.00","$235,000.00",Single Family,Detached House,3,1,1093,1.0258995,East,$215.00,"$5,875.00","$78,333.33"
2019-07-18,2019,Fairfield,"$620,340.00","$830,000.00",Single Family,Detached House,3,3,924,1.0258995,South,$898.27,"$20,750.00","$276,666.67"
2019-07-19,2019,Fairfield,"$403,340.00","$632,500.00",Single Family,Detached House,3,1,1058,1.0258995,North,$597.83,"$15,812.50","$210,833.33"
2019-07-19,2019,Waterbury,"$107,320.00","$146,000.00",Single Family,Detached House,3,3,983,1.0258995,North,$148.52,"$3,650.00","$48,666.67"
2019-07-19,2019,Bridgeport,"$157,870.00","$275,000.00",Three Family,Triplex,6,6,1845,1.0258995,South,$149.05,"$6,875.00","$45,833.33"
2019-07-20,2019,Bridgeport,"$121,950.00","$40,000.00",Two Family,Duplex,4,4,1257,1.0258995,South,$31.82,"$1,000.00","$10,000.00"
2019-07-20,2019,Stamford,"$564,500.00","$564,500.00",Single Family,Detached House,3,3,1000,1.0258995,East,$564.50,"$14,112.50","$188,166.67"
2019-07-20,2019,Bridgeport,"$121,950.00","$40,000.00",Two Family,Duplex,4,2,1215,1.0258995,North,$32.92,"$1,000.00","$10,000.00"
2019-07-21,2019,Norwalk,"$266,670.00","$445,000.00",Single Family,Detached House,3,1,1000,1.0258995,North,$445.00,"$11,125.00","$148,333.33"
2019-07-21,2019,Waterbury,"$54,480.00","$25,500.00",Two Family,Duplex,4,2,1204,1.0258995,South,$21.18,$637.50,"$6,375.00"
2019-07-21,2019,Norwalk,"$330,000.00","$330,000.00",Single Family,Detached House,3,1,1013,1.0258995,West,$325.77,"$8,250.00","$110,000.00"
2019-07-24,2019,Stamford,"$511,440.00","$580,000.00",Single Family,Detached House,3,1,1074,1.0258995,East,$540.04,"$14,500.00","$193,333.33"
2019-07-24,2019,Bridgeport,"$5,000.00","$5,000.00",Three Family,Triplex,6,4,2003.5,1.0258995,West,$2.50,$125.00,$833.33
2019-07-24,2019,Norwalk,"$218,000.00","$440,000.00",Single Family,Detached House,3,3,1028,1.0258995,North,$428.02,"$11,000.00","$146,666.67"
2019-07-24,2019,Greenwich,"$861,910.00","$1,180,000.00",Single Family,Detached House,3,2,1000,1.0258995,South,"$1,180.00","$29,500.00","$393,333.33"
2019-07-25,2019,Bridgeport,"$236,430.00","$385,000.00",Single Family,Detached House,3,1,1068,1.0258995,West,$360.49,"$9,625.00","$128,333.33"
2019-07-26,2019,Waterbury,"$54,240.00","$79,500.00",Single Family,Detached House,3,2,999,1.0258995,East,$79.58,"$1,987.50","$26,500.00"
2019-07-26,2019,Norwalk,"$280,960.00","$475,000.00",Single Family,Detached House,3,2,1059,1.0258995,West,$448.54,"$11,875.00","$158,333.33"
2019-07-26,2019,Norwalk,"$208,250.00","$216,500.00",Single Family,Detached House,3,3,1003,1.0258995,South,$215.85,"$5,412.50","$72,166.67"
2019-07-27,2019,Norwalk,"$191,180.00","$435,000.00",Single Family,Detached House,3,3,1000,1.0258995,East,$435.00,"$10,875.00","$145,000.00"
2019-07-27,2019,Fairfield,"$414,610.00","$562,000.00",Single Family,Detached House,3,1,921,1.0258995,North,$610.21,"$14,050.00","$187,333.33"
2019-07-27,2019,Greenwich,"$2,859,570.00","$4,275,000.00",Single Family,Detached House,3,2,1086,1.0258995,West,"$3,936.46","$106,875.00","$1,425,000.00"
2019-07-28,2019,Stamford,"$486,460.00","$630,000.00",Single Family,Detached House,3,1,1067,1.0258995,West,$590.44,"$15,750.00","$210,000.00"
2019-07-28,2019,Norwalk,"$496,080.00","$720,000.00",Single Family,Detached House,3,3,957,1.0258995,West,$752.35,"$18,000.00","$240,000.00"
2019-07-31,2019,Stamford,"$331,190.00","$584,400.00",Single Family,Detached House,3,2,993,1.0258995,South,$588.52,"$14,610.00","$194,800.00"
2019-07-31,2019,Fairfield,"$320,880.00","$619,000.00",Single Family,Detached House,3,3,969,1.0258995,West,$638.80,"$15,475.00","$206,333.33"
2019-07-31,2019,Waterbury,"$113,450.00","$136,171.00",Single Family,Detached House,3,3,973,1.0258995,North,$139.95,"$3,404.28","$45,390.33"
2019-07-31,2019,Bridgeport,"$125,670.00","$142,000.00",Two Family,Duplex,4,4,1274,1.0258995,West,$111.46,"$3,550.00","$35,500.00"
2019-07-31,2019,Bridgeport,"$140,070.00","$171,383.00",Three Family,Triplex,6,4,2102,1.0258995,West,$81.53,"$4,284.58","$28,563.83"
2019-07-31,2019,Bridgeport,"$109,880.00","$220,000.00",Single Family,Detached House,3,2,1000,1.0258995,North,$220.00,"$5,500.00","$73,333.33"
2019-07-31,2019,Waterbury,"$95,950.00","$75,000.00",Single Family,Detached House,3,2,914,1.0258995,North,$82.06,"$1,875.00","$25,000.00"
2019-07-31,2019,Bridgeport,"$80,000.00","$80,000.00",Single Family,Detached House,3,2,971,1.0258995,East,$82.39,"$2,000.00","$26,666.67"
2019-07-31,2019,Stamford,"$407,350.00","$625,000.00",Single Family,Detached House,3,3,922,1.0258995,West,$677.87,"$15,625.00","$208,333.33"
2019-07-31,2019,Bridgeport,"$121,850.00","$169,900.00",Two Family,Duplex,4,4,1302,1.0258995,South,$130.49,"$4,247.50","$42,475.00"
2019-08-01,2019,Greenwich,"$538,090.00","$725,000.00",Single Family,Detached House,3,1,1031,1.0258995,West,$703.20,"$18,125.00","$241,666.67"
2019-08-01,2019,Fairfield,"$255,360.00","$325,000.00",Single Family,Detached House,3,2,924,1.0258995,South,$351.73,"$8,125.00","$108,333.33"
2019-08-01,2019,Waterbury,"$68,390.00","$38,507.00",Single Family,Detached House,3,1,935,1.0258995,East,$41.18,$962.68,"$12,835.67"
2019-08-02,2019,Stamford,"$599,930.00","$1,200,000.00",Single Family,Detached House,3,3,905,1.0258995,East,"$1,325.97","$30,000.00","$400,000.00"
2019-08-02,2019,Norwalk,"$185,000.00","$267,000.00",Single Family,Detached House,3,1,986,1.0258995,West,$270.79,"$6,675.00","$89,000.00"
2019-08-02,2019,Bridgeport,"$255,000.00","$255,000.00",Two Family,Duplex,4,3,1485,1.0258995,West,$171.72,"$6,375.00","$63,750.00"
2019-08-02,2019,Stamford,"$223,530.00","$387,500.00",Single Family,Detached House,3,1,1010,1.0258995,West,$383.66,"$9,687.50","$129,166.67"
2019-08-02,2019,Norwalk,"$284,400.00","$445,000.00",Single Family,Detached House,3,3,1000,1.0258995,North,$445.00,"$11,125.00","$148,333.33"
2019-08-03,2019,Waterbury,"$68,020.00","$85,000.00",Single Family,Detached House,3,2,906,1.0258995,East,$93.82,"$2,125.00","$28,333.33"
2019-08-03,2019,Waterbury,"$86,600.00","$86,600.00",Single Family,Detached House,3,2,1000,1.0258995,East,$86.60,"$2,165.00","$28,866.67"
2019-08-04,2019,Fairfield,"$338,380.00","$565,000.00",Single Family,Detached House,3,1,1027,1.0258995,East,$550.15,"$14,125.00","$188,333.33"
2019-08-07,2019,Bridgeport,"$141,800.00","$109,900.00",Four Family,Fourplex,8,8,2739,1.0258995,North,$40.12,"$2,747.50","$13,737.50"
2019-08-07,2019,Greenwich,"$6,978,930.00","$6,650,000.00",Single Family,Detached House,3,1,922,1.0258995,South,"$7,212.58","$166,250.00","$2,216,666.67"
2019-08-07,2019,Stamford,"$304,850.00","$365,500.00",Single Family,Detached House,3,3,1040,1.0258995,South,$351.44,"$9,137.50","$121,833.33"
2019-08-07,2019,Waterbury,"$116,150.00","$93,000.00",Single Family,Detached House,3,1,1000,1.0258995,East,$93.00,"$2,325.00","$31,000.00"
2019-08-07,2019,Greenwich,"$2,128,210.00","$3,495,000.00",Single Family,Detached House,3,2,970,1.0258995,East,"$3,603.09","$87,375.00","$1,165,000.00"
2019-08-07,2019,Waterbury,"$56,210.00","$27,000.00",Three Family,Triplex,6,4,2176,1.0258995,North,$12.41,$675.00,"$4,500.00"
2019-08-07,2019,Norwalk,"$205,510.00","$320,000.00",Two Family,Duplex,4,3,1359.5,1.0258995,East,$235.38,"$8,000.00","$80,000.00"
2019-08-07,2019,Waterbury,"$70,420.00","$95,700.00",Single Family,Detached House,3,1,977,1.0258995,East,$97.95,"$2,392.50","$31,900.00"
2019-08-08,2019,Bridgeport,"$110,750.00","$100,800.00",Single Family,Detached House,3,1,943,1.0258995,West,$106.89,"$2,520.00","$33,600.00"
2019-08-08,2019,Fairfield,"$381,780.00","$730,000.00",Single Family,Detached House,3,2,933,1.0258995,East,$782.42,"$18,250.00","$243,333.33"
2019-08-08,2019,Fairfield,"$543,480.00","$550,000.00",Single Family,Detached House,3,3,949,1.0258995,North,$579.56,"$13,750.00","$183,333.33"
2019-08-08,2019,Greenwich,"$2,071,230.00","$2,200,000.00",Single Family,Detached House,3,3,946,1.0258995,West,"$2,325.58","$55,000.00","$733,333.33"
2019-08-08,2019,Fairfield,"$605,000.00","$605,000.00",Single Family,Detached House,3,2,964,1.0258995,West,$627.59,"$15,125.00","$201,666.67"
2019-08-08,2019,Norwalk,"$153,460.00","$200,000.00",Single Family,Detached House,3,2,969,1.0258995,East,$206.40,"$5,000.00","$66,666.67"
2019-08-08,2019,Norwalk,"$295,680.00","$470,000.00",Single Family,Detached House,3,1,1070,1.0258995,North,$439.25,"$11,750.00","$156,666.67"
2019-08-09,2019,Fairfield,"$574,980.00","$640,000.00",Single Family,Detached House,3,1,1020,1.0258995,South,$627.45,"$16,000.00","$213,333.33"
2019-08-09,2019,Bridgeport,"$102,000.00","$165,000.00",Single Family,Detached House,3,2,1068,1.0258995,West,$154.49,"$4,125.00","$55,000.00"
2019-08-10,2019,Bridgeport,"$117,630.00","$180,000.00",Single Family,Detached House,3,3,1022,1.0258995,North,$176.13,"$4,500.00","$60,000.00"
2019-08-11,2019,Fairfield,"$199,990.00","$372,000.00",Single Family,Detached House,3,3,960,1.0258995,East,$387.50,"$9,300.00","$124,000.00"
2019-08-11,2019,Waterbury,"$89,230.00","$108,000.00",Single Family,Detached House,3,3,937,1.0258995,West,$115.26,"$2,700.00","$36,000.00"
2019-08-11,2019,Norwalk,"$231,850.00","$425,500.00",Single Family,Detached House,3,3,923,1.0258995,West,$461.00,"$10,637.50","$141,833.33"
2019-08-14,2019,Bridgeport,"$319,360.00","$396,147.00",Single Family,Detached House,3,2,949,1.0258995,West,$417.44,"$9,903.68","$132,049.00"
2019-08-14,2019,Bridgeport,"$255,000.00","$255,000.00",Two Family,Duplex,4,4,1396,1.0258995,East,$182.66,"$6,375.00","$63,750.00"
2019-08-14,2019,Bridgeport,"$93,290.00","$93,290.00",Single Family,Detached House,3,1,931,1.0258995,South,$100.20,"$2,332.25","$31,096.67"
2019-08-14,2019,Bridgeport,"$205,370.00","$400,000.00",Single Family,Detached House,3,2,984,1.0258995,West,$406.50,"$10,000.00","$133,333.33"
2019-08-15,2019,Norwalk,"$198,570.00","$300,000.00",Two Family,Duplex,4,3,1359.5,1.0258995,South,$220.67,"$7,500.00","$75,000.00"
2019-08-16,2019,Waterbury,"$79,520.00","$117,000.00",Single Family,Detached House,3,1,1000,1.0258995,East,$117.00,"$2,925.00","$39,000.00"
2019-08-16,2019,Norwalk,"$679,100.00","$1,335,750.00",Single Family,Detached House,3,3,991,1.0258995,South,"$1,347.88","$33,393.75","$445,250.00"
2019-08-16,2019,Stamford,"$280,830.00","$475,000.00",Single Family,Detached House,3,2,995,1.0258995,North,$477.39,"$11,875.00","$158,333.33"
2019-08-16,2019,Greenwich,"$970,550.00","$1,100,000.00",Single Family,Detached House,3,1,1061,1.0258995,East,"$1,036.76","$27,500.00","$366,666.67"
2019-08-17,2019,Waterbury,"$46,100.00","$71,000.00",Three Family,Triplex,6,4,1873,1.0258995,South,$37.91,"$1,775.00","$11,833.33"
2019-08-17,2019,Norwalk,"$215,160.00","$330,000.00",Single Family,Detached House,3,2,991,1.0258995,North,$333.00,"$8,250.00","$110,000.00"
2019-08-17,2019,Stamford,"$440,390.00","$645,000.00",Single Family,Detached House,3,1,995,1.0258995,West,$648.24,"$16,125.00","$215,000.00"
2019-08-18,2019,Fairfield,"$943,600.00","$1,485,000.00",Single Family,Detached House,3,2,909,1.0258995,West,"$1,633.66","$37,125.00","$495,000.00"
2019-08-18,2019,Greenwich,"$320,460.00","$812,000.00",Two Family,Duplex,4,4,1359.5,1.0258995,North,$597.28,"$20,300.00","$203,000.00"
2019-08-21,2019,Fairfield,"$439,250.00","$824,000.00",Single Family,Detached House,3,3,1005,1.0258995,West,$819.90,"$20,600.00","$274,666.67"
2019-08-21,2019,Waterbury,"$141,710.00","$179,900.00",Single Family,Detached House,3,1,1002,1.0258995,South,$179.54,"$4,497.50","$59,966.67"
2019-08-21,2019,Waterbury,"$121,250.00","$70,000.00",Single Family,Detached House,3,2,1094,1.0258995,North,$63.99,"$1,750.00","$23,333.33"
2019-08-22,2019,Bridgeport,"$190,000.00","$190,000.00",Single Family,Detached House,3,3,987,1.0258995,South,$192.50,"$4,750.00","$63,333.33"
2019-08-22,2019,Fairfield,"$281,050.00","$450,000.00",Single Family,Detached House,3,2,1043,1.0258995,West,$431.45,"$11,250.00","$150,000.00"
2019-08-22,2019,Waterbury,"$53,130.00","$35,000.00",Two Family,Duplex,4,2,1222,1.0258995,East,$28.64,$875.00,"$8,750.00"
2019-08-22,2019,Bridgeport,"$96,070.00","$185,000.00",Single Family,Detached House,3,1,940,1.0258995,South,$196.81,"$4,625.00","$61,666.67"
2019-08-22,2019,Stamford,"$599,000.00","$599,000.00",Single Family,Detached House,3,2,1020,1.0258995,West,$587.25,"$14,975.00","$199,666.67"
2019-08-22,2019,Fairfield,"$258,720.00","$450,000.00",Single Family,Detached House,3,2,917,1.0258995,North,$490.73,"$11,250.00","$150,000.00"
2019-08-23,2019,Norwalk,"$291,820.00","$560,000.00",Single Family,Detached House,3,3,934,1.0258995,South,$599.57,"$14,000.00","$186,666.67"
2019-08-23,2019,Bridgeport,"$92,610.00","$75,000.00",Two Family,Duplex,4,4,1480,1.0258995,South,$50.68,"$1,875.00","$18,750.00"
2019-08-23,2019,Waterbury,"$82,490.00","$90,000.00",Single Family,Detached House,3,1,1062,1.0258995,North,$84.75,"$2,250.00","$30,000.00"
2019-08-23,2019,Fairfield,"$298,200.00","$519,000.00",Single Family,Detached House,3,2,1000,1.0258995,East,$519.00,"$12,975.00","$173,000.00"
2019-08-23,2019,Norwalk,"$329,630.00","$400,000.00",Single Family,Detached House,3,3,1084,1.0258995,East,$369.00,"$10,000.00","$133,333.33"
2019-08-23,2019,Waterbury,"$32,440.00","$15,000.00",Single Family,Detached House,3,1,1090,1.0258995,North,$13.76,$375.00,"$5,000.00"
2019-08-23,2019,Stamford,"$372,180.00","$650,000.00",Single Family,Detached House,3,3,1016,1.0258995,West,$639.76,"$16,250.00","$216,666.67"
2019-08-23,2019,Greenwich,"$1,117,690.00","$1,994,500.00",Single Family,Detached House,3,2,1000,1.0258995,North,"$1,994.50","$49,862.50","$664,833.33"
2019-08-24,2019,Fairfield,"$732,060.00","$820,000.00",Single Family,Detached House,3,1,981,1.0258995,West,$835.88,"$20,500.00","$273,333.33"
2019-08-24,2019,Stamford,"$621,000.00","$621,000.00",Single Family,Detached House,3,3,986,1.0258995,North,$629.82,"$15,525.00","$207,000.00"
2019-08-24,2019,Waterbury,"$89,160.00","$160,000.00",Single Family,Detached House,3,2,1007,1.0258995,East,$158.89,"$4,000.00","$53,333.33"
2019-08-24,2019,Waterbury,"$45,640.00","$15,000.00",Single Family,Detached House,3,2,951,1.0258995,West,$15.77,$375.00,"$5,000.00"
2019-08-25,2019,Stamford,"$1,044,330.00","$1,285,000.00",Single Family,Detached House,3,2,1050,1.0258995,South,"$1,223.81","$32,125.00","$428,333.33"
2019-08-28,2019,Waterbury,"$61,890.00","$17,000.00",Single Family,Detached House,3,2,946,1.0258995,East,$17.97,$425.00,"$5,666.67"
2019-08-28,2019,Fairfield,"$195,160.00","$287,000.00",Single Family,Detached House,3,3,1000,1.0258995,West,$287.00,"$7,175.00","$95,666.67"
2019-08-28,2019,Norwalk,"$1,575,000.00","$1,575,000.00",Single Family,Detached House,3,2,959,1.0258995,East,"$1,642.34","$39,375.00","$525,000.00"
2019-08-28,2019,Bridgeport,"$250,000.00","$250,000.00",Three Family,Triplex,6,5,2154,1.0258995,North,$116.06,"$6,250.00","$41,666.67"
2019-08-28,2019,Waterbury,"$147,540.00","$150,000.00",Single Family,Detached House,3,1,916,1.0258995,West,$163.76,"$3,750.00","$50,000.00"
2019-08-29,2019,Stamford,"$506,370.00","$895,000.00",Single Family,Detached House,3,1,1024,1.0258995,South,$874.02,"$22,375.00","$298,333.33"
2019-08-29,2019,Stamford,"$257,620.00","$520,000.00",Single Family,Detached House,3,1,905,1.0258995,North,$574.59,"$13,000.00","$173,333.33"
2019-08-29,2019,Waterbury,"$99,860.00","$132,200.00",Single Family,Detached House,3,2,1050,1.0258995,North,$125.90,"$3,305.00","$44,066.67"
2019-08-30,2019,Stamford,"$468,530.00","$662,000.00",Single Family,Detached House,3,1,1099,1.0258995,East,$602.37,"$16,550.00","$220,666.67"
2019-08-30,2019,Fairfield,"$1,080,310.00","$2,080,000.00",Single Family,Detached House,3,2,933,1.0258995,East,"$2,229.37","$52,000.00","$693,333.33"
2019-08-30,2019,Greenwich,"$1,780,170.00","$3,100,000.00",Single Family,Detached House,3,2,1000,1.0258995,West,"$3,100.00","$77,500.00","$1,033,333.33"
2019-08-30,2019,Bridgeport,"$60,400.00","$50,000.00",Single Family,Detached House,3,3,955,1.0258995,East,$52.36,"$1,250.00","$16,666.67"
2019-08-30,2019,Stamford,"$402,720.00","$601,000.00",Single Family,Detached House,3,1,1054,1.0258995,North,$570.21,"$15,025.00","$200,333.33"
2019-08-30,2019,Norwalk,"$234,360.00","$340,000.00",Single Family,Detached House,3,2,1051,1.0258995,West,$323.50,"$8,500.00","$113,333.33"
2019-08-30,2019,Norwalk,"$308,820.00","$493,000.00",Single Family,Detached House,3,1,981,1.0258995,South,$502.55,"$12,325.00","$164,333.33"
2019-08-31,2019,Bridgeport,"$131,100.00","$230,000.00",Single Family,Detached House,3,1,1016,1.0258995,North,$226.38,"$5,750.00","$76,666.67"
2019-08-31,2019,Waterbury,"$47,060.00","$45,000.00",Three Family,Triplex,6,4,2133,1.0258995,West,$21.10,"$1,125.00","$7,500.00"
2019-08-31,2019,Waterbury,"$63,430.00","$113,000.00",Single Family,Detached House,3,2,1000,1.0258995,West,$113.00,"$2,825.00","$37,666.67"
2019-08-31,2019,Fairfield,"$447,370.00","$800,000.00",Single Family,Detached House,3,1,1018,1.0258995,North,$785.85,"$20,000.00","$266,666.67"
2019-08-31,2019,Waterbury,"$98,190.00","$100,000.00",Single Family,Detached House,3,1,961,1.0258995,North,$104.06,"$2,500.00","$33,333.33"
2019-09-01,2019,Waterbury,"$50,560.00","$119,000.00",Two Family,Duplex,4,3,1380,1.0258995,East,$86.23,"$2,975.00","$29,750.00"
2019-09-01,2019,Greenwich,"$461,580.00","$1,190,000.00",Single Family,Detached House,3,1,927,1.0258995,South,"$1,283.71","$29,750.00","$396,666.67"
2019-09-01,2019,Fairfield,"$232,400.00","$378,000.00",Single Family,Detached House,3,1,991,1.0258995,North,$381.43,"$9,450.00","$126,000.00"
2019-09-05,2019,Waterbury,"$116,640.00","$226,500.00",Three Family,Triplex,6,6,2132,1.0258995,South,$106.24,"$5,662.50","$37,750.00"
2019-09-05,2019,Waterbury,"$87,490.00","$63,100.00",Single Family,Detached House,3,1,1026,1.0258995,West,$61.50,"$1,577.50","$21,033.33"
2019-09-05,2019,Stamford,"$395,490.00","$679,000.00",Single Family,Detached House,3,1,1093,1.0258995,North,$621.23,"$16,975.00","$226,333.33"
2019-09-05,2019,Stamford,"$352,000.00","$521,000.00",Single Family,Detached House,3,1,912,1.0258995,North,$571.27,"$13,025.00","$173,666.67"
2019-09-05,2019,Stamford,"$250,170.00","$526,000.00",Two Family,Duplex,4,4,1298,1.0258995,North,$405.24,"$13,150.00","$131,500.00"
2019-09-05,2019,Stamford,"$238,750.00","$390,000.00",Single Family,Detached House,3,1,903,1.0258995,North,$431.89,"$9,750.00","$130,000.00"
2019-09-05,2019,Bridgeport,"$87,360.00","$81,000.00",Single Family,Detached House,3,3,1018,1.0258995,South,$79.57,"$2,025.00","$27,000.00"
2019-09-06,2019,Waterbury,"$26,220.00","$30,000.00",Single Family,Detached House,3,1,1051,1.0258995,South,$28.54,$750.00,"$10,000.00"
2019-09-06,2019,Bridgeport,"$108,440.00","$125,000.00",Two Family,Duplex,4,3,1218,1.0258995,North,$102.63,"$3,125.00","$31,250.00"
2019-09-06,2019,Greenwich,"$5,764,710.00","$7,125,000.00",Single Family,Detached House,3,3,1077,1.0258995,East,"$6,615.60","$178,125.00","$2,375,000.00"
2019-09-07,2019,Norwalk,"$4,200.00","$4,200.00",Single Family,Detached House,3,2,1003,1.0258995,South,$4.19,$105.00,"$1,400.00"
2019-09-07,2019,Bridgeport,"$101,760.00","$176,000.00",Single Family,Detached House,3,1,961,1.0258995,South,$183.14,"$4,400.00","$58,666.67"
2019-09-07,2019,Fairfield,"$986,720.00","$1,175,000.00",Single Family,Detached House,3,1,958,1.0258995,South,"$1,226.51","$29,375.00","$391,666.67"
2019-09-07,2019,Greenwich,"$1,062,530.00","$1,605,000.00",Single Family,Detached House,3,1,909,1.0258995,West,"$1,765.68","$40,125.00","$535,000.00"
2019-09-08,2019,Stamford,"$220,680.00","$342,000.00",Single Family,Detached House,3,1,1065,1.0258995,North,$321.13,"$8,550.00","$114,000.00"
2019-09-11,2019,Fairfield,"$157,080.00","$149,900.00",Single Family,Detached House,3,1,1000,1.0258995,East,$149.90,"$3,747.50","$49,966.67"
2019-09-12,2019,Greenwich,"$2,442,300.00","$2,700,000.00",Single Family,Detached House,3,3,1078,1.0258995,East,"$2,504.64","$67,500.00","$900,000.00"
2019-09-12,2019,Waterbury,"$79,900.00","$79,900.00",Single Family,Detached House,3,3,1097,1.0258995,North,$72.84,"$1,997.50","$26,633.33"
2019-09-13,2019,Waterbury,"$109,480.00","$125,000.00",Single Family,Detached House,3,3,910,1.0258995,East,$137.36,"$3,125.00","$41,666.67"
2019-09-14,2019,Bridgeport,"$158,220.00","$219,000.00",Single Family,Detached House,3,2,902,1.0258995,South,$242.79,"$5,475.00","$73,000.00"
2019-09-14,2019,Norwalk,"$353,370.00","$600,000.00",Single Family,Detached House,3,2,1038,1.0258995,West,$578.03,"$15,000.00","$200,000.00"
2019-09-15,2019,Stamford,"$609,270.00","$875,000.00",Single Family,Detached House,3,2,1097,1.0258995,West,$797.63,"$21,875.00","$291,666.67"
2019-09-15,2019,Greenwich,"$4,795,000.00","$4,200,000.00",Single Family,Detached House,3,2,1000,1.0258995,South,"$4,200.00","$105,000.00","$1,400,000.00"
2019-09-18,2019,Bridgeport,"$111,990.00","$205,000.00",Single Family,Detached House,3,2,905,1.0258995,South,$226.52,"$5,125.00","$68,333.33"
2019-09-18,2019,Fairfield,"$299,500.00","$299,500.00",Single Family,Detached House,3,3,1094,1.0258995,East,$273.77,"$7,487.50","$99,833.33"
2019-09-18,2019,Norwalk,"$272,700.00","$425,000.00",Single Family,Detached House,3,3,916,1.0258995,North,$463.97,"$10,625.00","$141,666.67"
2019-09-18,2019,Bridgeport,"$113,470.00","$265,000.00",Two Family,Duplex,4,4,1273,1.0258995,North,$208.17,"$6,625.00","$66,250.00"
2019-09-18,2019,Bridgeport,"$139,150.00","$237,500.00",Single Family,Detached House,3,1,916,1.0258995,East,$259.28,"$5,937.50","$79,166.67"
2019-09-18,2019,Bridgeport,"$83,900.00","$57,000.00",Single Family,Detached House,3,1,964,1.0258995,West,$59.13,"$1,425.00","$19,000.00"
2019-09-18,2019,Fairfield,"$240,170.00","$345,000.00",Single Family,Detached House,3,3,1031,1.0258995,East,$334.63,"$8,625.00","$115,000.00"
2019-09-18,2019,Fairfield,"$311,150.00","$505,000.00",Single Family,Detached House,3,3,1000,1.0258995,North,$505.00,"$12,625.00","$168,333.33"
2019-09-18,2019,Norwalk,"$222,300.00","$500,000.00",Three Family,Triplex,6,5,1875,1.0258995,South,$266.67,"$12,500.00","$83,333.33"
2019-09-19,2019,Bridgeport,"$142,690.00","$160,250.00",Single Family,Detached House,3,2,993,1.0258995,South,$161.38,"$4,006.25","$53,416.67"
2019-09-19,2019,Fairfield,"$294,040.00","$887,000.00",Single Family,Detached House,3,2,1079,1.0258995,West,$822.06,"$22,175.00","$295,666.67"
2019-09-19,2019,Stamford,"$188,070.00","$275,000.00",Single Family,Detached House,3,3,901,1.0258995,West,$305.22,"$6,875.00","$91,666.67"
2019-09-20,2019,Stamford,"$588,520.00","$967,500.00",Single Family,Detached House,3,3,969,1.0258995,North,$998.45,"$24,187.50","$322,500.00"
2019-09-21,2019,Waterbury,"$100,450.00","$102,901.00",Single Family,Detached House,3,1,969,1.0258995,West,$106.19,"$2,572.53","$34,300.33"
2019-09-21,2019,Fairfield,"$986,370.00","$1,570,000.00",Single Family,Detached House,3,2,953,1.0258995,West,"$1,647.43","$39,250.00","$523,333.33"
2019-09-22,2019,Fairfield,"$295,470.00","$680,000.00",Single Family,Detached House,3,2,1000,1.0258995,West,$680.00,"$17,000.00","$226,666.67"
2019-09-22,2019,Greenwich,"$1,069,950.00","$1,576,000.00",Single Family,Detached House,3,3,1045,1.0258995,North,"$1,508.13","$39,400.00","$525,333.33"
